Level,Date and Time,Source,Event ID,Task Category
Error,21/3/2025 8:18:21 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:18 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:16 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:13 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:11 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:08 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:06 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:03 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:18:01 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:17:58 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:17:56 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:17:53 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:17:50 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:17:48 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:16:31 AM,Service Control Manager,7024,None,"The Background Intelligent Transfer Service service terminated with the following service-specific error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation."
Error,21/3/2025 8:16:31 AM,Microsoft-Windows-Bits-Client,16392,None,The BITS service failed to start.  Error 0x80070548.
Information,21/3/2025 8:16:31 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,21/3/2025 8:16:27 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,21/3/2025 8:16:27 AM,Microsoft-Windows-DistributedCOM,10010,None,The server {4991D34B-80A1-4291-83B6-3328366B9097} did not register with DCOM within the required timeout.
Error,21/3/2025 8:14:46 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:43 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:40 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:38 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:35 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:33 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:31 AM,Service Control Manager,7024,None,"The Background Intelligent Transfer Service service terminated with the following service-specific error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation."
Error,21/3/2025 8:14:31 AM,Microsoft-Windows-Bits-Client,16392,None,The BITS service failed to start.  Error 0x80070548.
Information,21/3/2025 8:14:31 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,21/3/2025 8:14:30 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:28 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Information,21/3/2025 8:14:27 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,21/3/2025 8:14:26 AM,Service Control Manager,7000,None,"The Software Protection service failed to start due to the following error: 
The service did not start due to a logon failure."
Error,21/3/2025 8:14:26 AM,Service Control Manager,7038,None,"The sppsvc service was unable to log on as NT AUTHORITY\NetworkService with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:14:26 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:24 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:14:24 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:14:23 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:19 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:17 AM,Service Control Manager,7000,None,"The Clipboard User Service_279bd8 service failed to start due to the following error: 
Access is denied."
Error,21/3/2025 8:14:17 AM,Service Control Manager,7000,None,"The Connected Devices Platform User Service_279bd8 service failed to start due to the following error: 
Access is denied."
Error,21/3/2025 8:14:17 AM,nvlddmkm,153,None,"The description for Event ID 153 from source nvlddmkm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\Video3
Error occurred on GPUID: 100

The message resource is present but the message was not found in the message table
"
Error,21/3/2025 8:14:15 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Windows Push Notifications User Service_279bd8 service to connect.
Error,21/3/2025 8:14:14 AM,Service Control Manager,7031,None,The Windows Push Notifications User Service_279bd8 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,21/3/2025 8:14:14 AM,Service Control Manager,7031,None,The Connected Devices Platform User Service_279bd8 service terminated unexpectedly. It has done this 2 time(s). The following corrective action will be taken in 3000 milliseconds: Restart the service.
Error,21/3/2025 8:14:14 AM,Service Control Manager,7031,None,The Clipboard User Service_279bd8 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 3000 milliseconds: Restart the service.
Error,21/3/2025 8:14:05 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:14:05 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Information,21/3/2025 8:14:04 AM,Application Popup,26,None,Application pop-up: dwm.exe - System Error : The process has terminated because it could not allocate additional memory. 
Error,21/3/2025 8:13:49 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:13:49 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:13:34 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:13:34 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Warning,21/3/2025 8:10:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7550992384 bytes, svchost.exe (1476) consumed 267513856 bytes, and avp.exe (1332) consumed 218394624 bytes."
Error,21/3/2025 8:10:15 AM,Service Control Manager,7031,None,The Microsoft Office Click-to-Run Service service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 0 milliseconds: Restart the service.
Error,21/3/2025 8:10:00 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:10:00 AM,Service Control Manager,7038,None,"The WerSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The security account manager (SAM) or local security authority (LSA) server was in the wrong state to perform the security operation.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC)."
Error,21/3/2025 8:09:21 AM,Microsoft-Windows-Directory-Services-SAM,12289,None,SAM failed to restore the database to an earlier state. SAM has shutdown. You must reboot the machine to re-enable SAM.
Error,21/3/2025 8:09:21 AM,Microsoft-Windows-Directory-Services-SAM,12288,None,SAM failed to write changes to the database. This is most likely due to a memory or disk-space shortage. The SAM database will be restored to an earlier state. Recent changes will be lost. Check the disk-space available and maximum pagefile size setting.
Warning,21/3/2025 8:05:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7544733696 bytes, svchost.exe (1476) consumed 267456512 bytes, and avp.exe (1332) consumed 218411008 bytes."
Warning,21/3/2025 8:00:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7525560320 bytes, svchost.exe (1476) consumed 267481088 bytes, and avp.exe (1332) consumed 217993216 bytes."
Warning,21/3/2025 7:55:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7512190976 bytes, svchost.exe (1476) consumed 267640832 bytes, and avp.exe (1332) consumed 218136576 bytes."
Error,21/3/2025 7:54:19 AM,Service Control Manager,7023,None,"The Windows Error Reporting Service service terminated with the following error: 
The paging file is too small for this operation to complete."
Warning,21/3/2025 7:50:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7486431232 bytes, svchost.exe (1476) consumed 274911232 bytes, and avp.exe (1332) consumed 217874432 bytes."
Information,21/3/2025 7:47:05 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,21/3/2025 7:45:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7457484800 bytes, svchost.exe (1476) consumed 282243072 bytes, and avp.exe (1332) consumed 223330304 bytes."
Information,21/3/2025 7:45:00 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,21/3/2025 7:40:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7424667648 bytes, svchost.exe (1476) consumed 265441280 bytes, and avp.exe (1332) consumed 213135360 bytes."
Error,21/3/2025 7:39:28 AM,Service Control Manager,7000,None,"The Group Policy Client service failed to start due to the following error: 
A thread could not be created for the service."
Error,21/3/2025 7:38:09 AM,Service Control Manager,7000,None,"The AppX Deployment Service (AppXSVC) service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,21/3/2025 7:38:09 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the AppX Deployment Service (AppXSVC) service to connect.
Warning,21/3/2025 7:35:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7397552128 bytes, svchost.exe (1476) consumed 265818112 bytes, and avp.exe (1332) consumed 213262336 bytes."
Warning,21/3/2025 7:30:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7369310208 bytes, svchost.exe (1476) consumed 265924608 bytes, and avp.exe (6672) consumed 229371904 bytes."
Warning,21/3/2025 7:25:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7337365504 bytes, svchost.exe (1476) consumed 266035200 bytes, and avp.exe (6672) consumed 229617664 bytes."
Warning,21/3/2025 7:20:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7307116544 bytes, svchost.exe (1476) consumed 265879552 bytes, and avp.exe (6672) consumed 230875136 bytes."
Warning,21/3/2025 7:15:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7273754624 bytes, svchost.exe (1476) consumed 266129408 bytes, and avp.exe (6672) consumed 228720640 bytes."
Warning,21/3/2025 7:10:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7247200256 bytes, svchost.exe (1476) consumed 266440704 bytes, and avp.exe (6672) consumed 229150720 bytes."
Information,21/3/2025 7:07:16 AM,Application Popup,26,None,Application pop-up: SearchApp.exe - System Error : The process has terminated because it could not allocate additional memory. 
Error,21/3/2025 7:07:02 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Windows Error Reporting Service service to connect.
Information,21/3/2025 7:06:59 AM,Application Popup,26,None,Application pop-up: SearchApp.exe - System Error : The process has terminated because it could not allocate additional memory. 
Error,21/3/2025 7:06:44 AM,Service Control Manager,7023,None,"The Windows Error Reporting Service service terminated with the following error: 
The paging file is too small for this operation to complete."
Error,21/3/2025 7:06:44 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Windows Error Reporting Service service to connect.
Information,21/3/2025 7:06:41 AM,Application Popup,26,None,Application pop-up: SearchApp.exe - System Error : The process has terminated because it could not allocate additional memory. 
Information,21/3/2025 7:06:25 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Gil Mic\AppData\Local\Packages\microsoft.windows.search_cw5n1h2txyewy\AC\GEH\POF.dat was cleared updating 1 keys and creating 1 modified pages.
Information,21/3/2025 7:06:23 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Gil Mic\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat was cleared updating 17 keys and creating 7 modified pages.
Warning,21/3/2025 7:05:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7224967168 bytes, svchost.exe (1476) consumed 265588736 bytes, and avp.exe (6672) consumed 229257216 bytes."
Warning,21/3/2025 7:00:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7194624000 bytes, svchost.exe (1476) consumed 266813440 bytes, and avp.exe (6672) consumed 229109760 bytes."
Error,21/3/2025 6:59:56 AM,Service Control Manager,7000,None,"The Tailscale service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,21/3/2025 6:59:56 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Tailscale service to connect.
Error,21/3/2025 6:59:54 AM,Service Control Manager,7031,None,The Tailscale service terminated unexpectedly. It has done this 2 time(s). The following corrective action will be taken in 2000 milliseconds: Restart the service.
Error,21/3/2025 6:59:52 AM,Service Control Manager,7031,None,The Tailscale service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,21/3/2025 6:57:45 AM,Service Control Manager,7031,None,The Windows Push Notifications User Service_279bd8 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,21/3/2025 6:57:45 AM,Service Control Manager,7031,None,The Sync Host_279bd8 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service.
Error,21/3/2025 6:57:45 AM,Service Control Manager,7031,None,The Connected Devices Platform User Service_279bd8 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 3000 milliseconds: Restart the service.
Warning,21/3/2025 6:55:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7166095360 bytes, svchost.exe (1476) consumed 266395648 bytes, and avp.exe (6672) consumed 228274176 bytes."
Error,21/3/2025 6:51:51 AM,Service Control Manager,7031,None,The Tailscale service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 1000 milliseconds: Restart the service.
Warning,21/3/2025 6:50:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7132467200 bytes, svchost.exe (1476) consumed 265060352 bytes, and avp.exe (6672) consumed 228880384 bytes."
Warning,21/3/2025 6:45:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7100248064 bytes, svchost.exe (1476) consumed 265293824 bytes, and avp.exe (6672) consumed 227516416 bytes."
Warning,21/3/2025 6:40:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7064379392 bytes, svchost.exe (1476) consumed 266719232 bytes, and avp.exe (6672) consumed 228106240 bytes."
Warning,21/3/2025 6:35:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 7032098816 bytes, svchost.exe (1476) consumed 272056320 bytes, and avp.exe (6672) consumed 219316224 bytes."
Information,21/3/2025 6:31:38 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,21/3/2025 6:30:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 6997569536 bytes, svchost.exe (1476) consumed 275677184 bytes, and avp.exe (6672) consumed 225722368 bytes."
Information,21/3/2025 6:29:34 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,21/3/2025 6:25:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 6965510144 bytes, svchost.exe (1476) consumed 264429568 bytes, and avp.exe (6672) consumed 213708800 bytes."
Warning,21/3/2025 6:20:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 6936117248 bytes, svchost.exe (1476) consumed 264323072 bytes, and avp.exe (6672) consumed 213680128 bytes."
Warning,21/3/2025 6:15:26 AM,Microsoft-Windows-Resource-Exhaustion-Detector,2004,Resource Exhaustion Diagnosis Events,"Windows successfully diagnosed a low virtual memory condition. The following programs consumed the most virtual memory: qbittorrent.exe (9664) consumed 6905647104 bytes, svchost.exe (1476) consumed 264130560 bytes, and avp.exe (6896) consumed 260894720 bytes."
